proba_threshold,full_marketing_profit,LogisticRegression_marketing_profit,LogisticRegression_precision,LogisticRegression_recall,LogisticRegression_f1,LogisticRegression_auc,RandomForestClassifier_marketing_profit,RandomForestClassifier_precision,RandomForestClassifier_recall,RandomForestClassifier_f1,RandomForestClassifier_auc,XGBClassifier_marketing_profit,XGBClassifier_precision,XGBClassifier_recall,XGBClassifier_f1,XGBClassifier_auc
0.67,23840.0,157440.0,0.6521739130434783,0.6304728546409807,0.641139804096171,0.7845458902360914,154880.0,0.6809338521400778,0.6129597197898424,0.6451612903225806,0.7802650261353306,144720.0,0.68125,0.5726795096322241,0.6222645099904851,0.7618832330769816
0.68,23840.0,155840.0,0.6544117647058824,0.6234676007005254,0.6385650224215247,0.7816826494551221,153280.0,0.6837944664031621,0.6059544658493871,0.6425255338904364,0.7774017853543611,143440.0,0.6821052631578948,0.5674255691768827,0.6195028680688336,0.75957595594394
0.6900000000000001,23840.0,153360.0,0.6634980988593155,0.6112084063047285,0.6362807657247037,0.7773113642776839,148480.0,0.6929460580912863,0.5849387040280211,0.634377967711301,0.7688120630114529,142960.0,0.6814345991561181,0.5656742556917689,0.6181818181818183,0.7587002992013832
0.7000000000000001,23840.0,153280.0,0.6692307692307692,0.6094570928196147,0.6379468377635197,0.7772349402716998,143680.0,0.6946236559139785,0.5656742556917689,0.6235521235521235,0.7601389181272143,140320.0,0.6817204301075269,0.5551663747810858,0.6119691119691119,0.7539258983879854
0.71,23840.0,151200.0,0.6712328767123288,0.6007005253940455,0.634011090573013,0.7734960427481736,143680.0,0.6946236559139785,0.5656742556917689,0.6235521235521235,0.7601389181272143,140080.0,0.6854663774403471,0.553415061295972,0.6124031007751939,0.7535297812873722
0.72,23840.0,148640.0,0.6726546906187625,0.5901926444833625,0.628731343283582,0.7688814884820905,139120.0,0.701123595505618,0.5464098073555166,0.6141732283464567,0.7519453128849194,138800.0,0.6864035087719298,0.5481611208406305,0.6095423563777994,0.7512225041543307
0.73,23840.0,147120.0,0.676829268292683,0.5831873905429071,0.6265286923800565,0.7661780942484357,136880.0,0.7193396226415094,0.5341506129597198,0.6130653266331658,0.7480535673494251,137200.0,0.6897321428571429,0.5411558669001751,0.6064769381746811,0.7483592633733612
0.74,23840.0,145520.0,0.6876310272536688,0.574430823117338,0.6259541984732825,0.7633982760087968,133920.0,0.7233009708737864,0.521891418563923,0.6063072227873855,0.7427232028880996,134960.0,0.6893424036281179,0.532399299474606,0.6007905138339922,0.7443006727552057
0.75,23840.0,141840.0,0.6852248394004282,0.5604203152364273,0.6165703275529865,0.7567127151629707,130480.0,0.7372448979591837,0.5061295971978984,0.6002076843198338,0.7366006042255476,131280.0,0.6867749419953596,0.5183887915936952,0.590818363273453,0.7376151119093796
0.76,23840.0,139760.0,0.6877729257641921,0.5516637478108581,0.6122448979591837,0.7529738176394444,127600.0,0.7440633245382586,0.4938704028021016,0.5936842105263157,0.7314300863115368,128480.0,0.6839622641509434,0.5078809106830122,0.5829145728643215,0.7325210180013526
0.77,23840.0,136000.0,0.6923076923076923,0.5359019264448336,0.6041461006910168,0.7462118327876343,122880.0,0.7506925207756233,0.4746059544658494,0.5815450643776824,0.7229167879746127,124560.0,0.6853658536585366,0.4921190893169877,0.5728848114169215,0.7254393400549133
0.78,23840.0,134000.0,0.7058823529411765,0.5253940455341506,0.6024096385542168,0.742716204352753,116720.0,0.7558823529411764,0.4500875656742557,0.5642151481888035,0.7117765194100178,122640.0,0.6917293233082706,0.48336252189141854,0.5690721649484536,0.7220201356260162
0.79,23840.0,132160.0,0.7047619047619048,0.5183887915936952,0.5973763874873864,0.73937342392984,112640.0,0.7694704049844237,0.43257443082311736,0.553811659192825,0.7044585709102799,120080.0,0.6940874035989717,0.47285464098073554,0.5625,0.7174055813599329
0.8,23840.0,129120.0,0.706601466992665,0.5061295971978984,0.589795918367347,0.7338832129211998,109840.0,0.7817589576547231,0.4203152364273205,0.5466970387243736,0.6994478995435834,118960.0,0.6989528795811518,0.46760070052539404,0.5603357817418677,0.7154179973215207
0.81,23840.0,129040.0,0.7146401985111662,0.5043782837127846,0.5913757700205339,0.7338067889152158,105840.0,0.7857142857142857,0.404553415061296,0.5341040462427745,0.6922063750498296,117760.0,0.7021276595744681,0.46234676007005254,0.5575501583949314,0.7132705667357936
0.8200000000000001,23840.0,126400.0,0.7157360406091371,0.4938704028021016,0.5844559585492227,0.7290323881018181,100320.0,0.8188679245283019,0.38003502626970226,0.5191387559808612,0.6823448788637513,116960.0,0.7043010752688172,0.45884413309982486,0.5556733828207847,0.7118389463453089
0.8300000000000001,23840.0,125680.0,0.7197943444730077,0.4903677758318739,0.5833333333333334,0.7277606142586479,97280.0,0.8267716535433071,0.36777583187390545,0.5090909090909091,0.6768546678551114,114720.0,0.7041095890410959,0.4500875656742557,0.5491452991452991,0.7077803557271535
0.84,23840.0,123360.0,0.7180156657963447,0.4816112084063047,0.5765199161425576,0.7235421770931779,97280.0,0.8267716535433071,0.36777583187390545,0.5090909090909091,0.6768546678551114,112000.0,0.7030812324929971,0.4395796847635727,0.540948275862069,0.7028461083664411
0.85,23840.0,120720.0,0.7192513368983957,0.4711033274956217,0.5693121693121693,0.7187677762797802,93040.0,0.8237704918032787,0.3520140105078809,0.49325153374233127,0.6691336037194135,109280.0,0.7020057306590258,0.4290718038528897,0.532608695652174,0.6979118610057287
0.86,23840.0,116480.0,0.7142857142857143,0.4553415061295972,0.5561497326203209,0.7110467121440824,89440.0,0.8283261802575107,0.3380035026269702,0.4800995024875621,0.662607889420902,108240.0,0.7096774193548387,0.4238178633975482,0.5307017543859649,0.6960841235146309
0.87,23840.0,113280.0,0.7241379310344828,0.4413309982486865,0.5484221980413493,0.7053202305821439,80880.0,0.8177570093457944,0.3064798598949212,0.44585987261146504,0.647005914602192,106320.0,0.7181818181818181,0.415061295971979,0.5260821309655939,0.6926649190857338
0.88,23840.0,109040.0,0.7189349112426036,0.425569176882662,0.5346534653465347,0.697599166446446,77920.0,0.8316831683168316,0.29422066549912435,0.4346701164294955,0.6416755501408664,101840.0,0.7183544303797469,0.3975481611208406,0.5118376550169109,0.6845477378494229
0.89,23840.0,105280.0,0.7267080745341615,0.4098073555166375,0.5240761478163493,0.6908371815946358,72720.0,0.8524590163934426,0.2732049036777583,0.4137931034482758,0.6322865950613855,98080.0,0.7266666666666667,0.38178633975481613,0.5005740528128587,0.6777857529976128
0.9,23840.0,104160.0,0.7333333333333333,0.404553415061296,0.5214446952595936,0.6888495975562234,68000.0,0.8787878787878788,0.2539404553415061,0.3940217391304348,0.6237732967244615,94160.0,0.7307692307692307,0.3660245183887916,0.4877479579929988,0.6707040750511732
0.91,23840.0,103120.0,0.742671009771987,0.39929947460595444,0.5193621867881548,0.6870218600651256,63520.0,0.8940397350993378,0.23642732049036777,0.373961218836565,0.6156561154881506,91200.0,0.7528089887640449,0.3520140105078809,0.47971360381861566,0.6654571331311783
0.92,23840.0,101600.0,0.7516778523489933,0.3922942206654991,0.5155350978135788,0.6843184658314707,56480.0,0.8955223880597015,0.21015761821366025,0.3404255319148936,0.602840957444426,87600.0,0.75390625,0.3380035026269702,0.4667472793228536,0.6589314188326668
0.93,23840.0,97840.0,0.7624113475177305,0.37653239929947463,0.5041031652989449,0.6775564809796606,52320.0,0.9024390243902439,0.19439579684763572,0.3198847262247839,0.5952797398560429,83360.0,0.7656903765690377,0.3204903677758319,0.45185185185185184,0.6512937772382996
0.9400000000000001,23840.0,93040.0,0.769811320754717,0.3572679509632224,0.4880382775119617,0.6688833360954219,42640.0,0.9278350515463918,0.15761821366024517,0.2694610778443114,0.5776901809989204,79760.0,0.7675438596491229,0.3064798598949212,0.4380475594493117,0.644768062939788
0.9500000000000001,23840.0,87440.0,0.7649402390438247,0.3362521891418564,0.4671532846715329,0.658695148279368,36240.0,0.9620253164556962,0.1330998248686515,0.23384615384615384,0.5660703727923819,74240.0,0.7864077669902912,0.28371278458844135,0.416988416988417,0.6348231442123793
0.96,23840.0,82080.0,0.7692307692307693,0.31523642732049034,0.4472049689440994,0.6489865001052579,36240.0,0.9620253164556962,0.1330998248686515,0.23384615384615384,0.5660703727923819,68000.0,0.7956989247311828,0.2591943957968476,0.39101717305151906,0.6235230291004699
0.97,23840.0,76160.0,0.7904761904761904,0.29071803852889666,0.42509603072983354,0.6383257711826069,30480.0,0.9552238805970149,0.11208406304728546,0.20062695924764887,0.5555624918816989,59280.0,0.7962962962962963,0.22591943957968477,0.35197817189631647,0.6076847837284614
0.98,23840.0,73200.0,0.803030303030303,0.27845884413309985,0.41352405721716523,0.6329954067212815,22960.0,0.9795918367346939,0.0840630472854641,0.15483870967741933,0.5418716770954174,50400.0,0.8195488721804511,0.19089316987740806,0.3096590909090909,0.5916102678031542
